result_id,split,family,mode,evaluator,training_seed,channel,c,snr_db,source_summary,model_checkpoint,model_checkpoint_sha256,evaluator_checkpoint,evaluator_checkpoint_sha256,evaluation_script
test_reconstruction_only_c4_no_selection_tsn_seed42_Rayleigh_c4_snr19,test,reconstruction_only_c4,no_selection,tsn,42,Rayleigh,4,19.0,out_official_test_sweep_locked/baselines/native_c4_no_selection_test_Rayleigh_c4_snr19_channel_seed1042/summary.json,out_video_clean_rayleigh_c4/VideoJSCC_Rayleigh_c4_snr19_ratio0.0833_seed42/checkpoints/best.pt,3afdef4b0a209f3f41507baa5a815000cdc5f56450e75a198d5deaa687af0627,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_reconstruction_only_c8_no_selection_r2plus1d_seed42_AWGN_c8_snr1,test,reconstruction_only_c8,no_selection,r2plus1d,42,AWGN,8,1.0,out_official_test_sweep_locked/baselines/clean_no_selection_test_AWGN_c8_snr1_channel_seed1042/summary.json,out_video_clean/VideoJSCC_AWGN_c8_snr1_ratio0.1667_seed42/checkpoints/best.pt,b0bc50f2947a9daa7313854057dcde373f9f8702d1fe4ea5ed90cb55465108c0,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_reconstruction_only_c8_no_selection_r2plus1d_seed42_AWGN_c8_snr4,test,reconstruction_only_c8,no_selection,r2plus1d,42,AWGN,8,4.0,out_official_test_sweep_locked/baselines/clean_no_selection_test_AWGN_c8_snr4_channel_seed1042/summary.json,out_video_clean/VideoJSCC_AWGN_c8_snr4_ratio0.1667_seed42/checkpoints/best.pt,8ee9106e865e9dd3add1e0e2f69b1dbd0464569af5af404eb2a2fe8b7fb24539,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_reconstruction_only_c8_no_selection_r2plus1d_seed42_AWGN_c8_snr7,test,reconstruction_only_c8,no_selection,r2plus1d,42,AWGN,8,7.0,out_official_test_sweep_locked/baselines/clean_no_selection_test_AWGN_c8_snr7_channel_seed1042/summary.json,out_video_clean/VideoJSCC_AWGN_c8_snr7_ratio0.1667_seed42/checkpoints/best.pt,94ce970e09881b67096395a516e9d44bc9fc87b4811010dfd13a8a06ee4c36c3,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_reconstruction_only_c8_no_selection_r2plus1d_seed42_AWGN_c8_snr13,test,reconstruction_only_c8,no_selection,r2plus1d,42,AWGN,8,13.0,out_official_test_sweep_locked/baselines/clean_no_selection_test_AWGN_c8_snr13_channel_seed1042/summary.json,out_video_clean/VideoJSCC_AWGN_c8_snr13_ratio0.1667_seed42/checkpoints/best.pt,72c8b7d2269db43c537d8d9dc003042245a9314aa02ee142543ece5d36d0e295,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_reconstruction_only_c8_no_selection_r2plus1d_seed42_AWGN_c8_snr19,test,reconstruction_only_c8,no_selection,r2plus1d,42,AWGN,8,19.0,out_official_test_sweep_locked/baselines/clean_no_selection_test_AWGN_c8_snr19_channel_seed1042/summary.json,out_video_clean/VideoJSCC_AWGN_c8_snr19_ratio0.1667_seed42/checkpoints/best.pt,8f916cc46b70c82a4225a943d2d0ed305afa910d437b8ecfea65739fd65281db,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_reconstruction_only_c8_no_selection_r2plus1d_seed42_Rayleigh_c8_snr1,test,reconstruction_only_c8,no_selection,r2plus1d,42,Rayleigh,8,1.0,out_official_test_sweep_locked/baselines/clean_no_selection_test_Rayleigh_c8_snr1_channel_seed1042/summary.json,out_video_clean_rayleigh/VideoJSCC_Rayleigh_c8_snr1_ratio0.1667_seed42/checkpoints/best.pt,8575588644c051e7b013430443612964dad3cf9aa30d86a439772fe2e873d7cc,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_reconstruction_only_c8_no_selection_r2plus1d_seed42_Rayleigh_c8_snr4,test,reconstruction_only_c8,no_selection,r2plus1d,42,Rayleigh,8,4.0,out_official_test_sweep_locked/baselines/clean_no_selection_test_Rayleigh_c8_snr4_channel_seed1042/summary.json,out_video_clean_rayleigh/VideoJSCC_Rayleigh_c8_snr4_ratio0.1667_seed42/checkpoints/best.pt,8f33e07e51524074c68a88912c5751283011b81284e59546b9cfe178d5e9c092,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_reconstruction_only_c8_no_selection_r2plus1d_seed42_Rayleigh_c8_snr7,test,reconstruction_only_c8,no_selection,r2plus1d,42,Rayleigh,8,7.0,out_official_test_sweep_locked/baselines/clean_no_selection_test_Rayleigh_c8_snr7_channel_seed1042/summary.json,out_video_clean_rayleigh/VideoJSCC_Rayleigh_c8_snr7_ratio0.1667_seed42/checkpoints/best.pt,94012854a9814c30861ab28842f47a93b38c5db7bf5e49aa13f247f5ac5c03ea,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_reconstruction_only_c8_no_selection_r2plus1d_seed42_Rayleigh_c8_snr13,test,reconstruction_only_c8,no_selection,r2plus1d,42,Rayleigh,8,13.0,out_official_test_sweep_locked/baselines/clean_no_selection_test_Rayleigh_c8_snr13_channel_seed1042/summary.json,out_video_clean_rayleigh/VideoJSCC_Rayleigh_c8_snr13_ratio0.1667_seed42/checkpoints/best.pt,7b9cd114ced4fff5822eafcf03fb5f25ae4a02c6abd46103f6772554977a7cfd,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_reconstruction_only_c8_no_selection_r2plus1d_seed42_Rayleigh_c8_snr19,test,reconstruction_only_c8,no_selection,r2plus1d,42,Rayleigh,8,19.0,out_official_test_sweep_locked/baselines/clean_no_selection_test_Rayleigh_c8_snr19_channel_seed1042/summary.json,out_video_clean_rayleigh/VideoJSCC_Rayleigh_c8_snr19_ratio0.1667_seed42/checkpoints/best.pt,1ba65be5cbdfdad59adda75027d00e2dfbe99f30ed1d8568e0b9908fd4847e69,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_reconstruction_only_c8_no_selection_tsn_seed42_AWGN_c8_snr1,test,reconstruction_only_c8,no_selection,tsn,42,AWGN,8,1.0,out_official_test_sweep_locked/baselines/clean_no_selection_test_AWGN_c8_snr1_channel_seed1042/summary.json,out_video_clean/VideoJSCC_AWGN_c8_snr1_ratio0.1667_seed42/checkpoints/best.pt,b0bc50f2947a9daa7313854057dcde373f9f8702d1fe4ea5ed90cb55465108c0,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_reconstruction_only_c8_no_selection_tsn_seed42_AWGN_c8_snr4,test,reconstruction_only_c8,no_selection,tsn,42,AWGN,8,4.0,out_official_test_sweep_locked/baselines/clean_no_selection_test_AWGN_c8_snr4_channel_seed1042/summary.json,out_video_clean/VideoJSCC_AWGN_c8_snr4_ratio0.1667_seed42/checkpoints/best.pt,8ee9106e865e9dd3add1e0e2f69b1dbd0464569af5af404eb2a2fe8b7fb24539,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_reconstruction_only_c8_no_selection_tsn_seed42_AWGN_c8_snr7,test,reconstruction_only_c8,no_selection,tsn,42,AWGN,8,7.0,out_official_test_sweep_locked/baselines/clean_no_selection_test_AWGN_c8_snr7_channel_seed1042/summary.json,out_video_clean/VideoJSCC_AWGN_c8_snr7_ratio0.1667_seed42/checkpoints/best.pt,94ce970e09881b67096395a516e9d44bc9fc87b4811010dfd13a8a06ee4c36c3,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_reconstruction_only_c8_no_selection_tsn_seed42_AWGN_c8_snr13,test,reconstruction_only_c8,no_selection,tsn,42,AWGN,8,13.0,out_official_test_sweep_locked/baselines/clean_no_selection_test_AWGN_c8_snr13_channel_seed1042/summary.json,out_video_clean/VideoJSCC_AWGN_c8_snr13_ratio0.1667_seed42/checkpoints/best.pt,72c8b7d2269db43c537d8d9dc003042245a9314aa02ee142543ece5d36d0e295,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_reconstruction_only_c8_no_selection_tsn_seed42_AWGN_c8_snr19,test,reconstruction_only_c8,no_selection,tsn,42,AWGN,8,19.0,out_official_test_sweep_locked/baselines/clean_no_selection_test_AWGN_c8_snr19_channel_seed1042/summary.json,out_video_clean/VideoJSCC_AWGN_c8_snr19_ratio0.1667_seed42/checkpoints/best.pt,8f916cc46b70c82a4225a943d2d0ed305afa910d437b8ecfea65739fd65281db,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_reconstruction_only_c8_no_selection_tsn_seed42_Rayleigh_c8_snr1,test,reconstruction_only_c8,no_selection,tsn,42,Rayleigh,8,1.0,out_official_test_sweep_locked/baselines/clean_no_selection_test_Rayleigh_c8_snr1_channel_seed1042/summary.json,out_video_clean_rayleigh/VideoJSCC_Rayleigh_c8_snr1_ratio0.1667_seed42/checkpoints/best.pt,8575588644c051e7b013430443612964dad3cf9aa30d86a439772fe2e873d7cc,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_reconstruction_only_c8_no_selection_tsn_seed42_Rayleigh_c8_snr4,test,reconstruction_only_c8,no_selection,tsn,42,Rayleigh,8,4.0,out_official_test_sweep_locked/baselines/clean_no_selection_test_Rayleigh_c8_snr4_channel_seed1042/summary.json,out_video_clean_rayleigh/VideoJSCC_Rayleigh_c8_snr4_ratio0.1667_seed42/checkpoints/best.pt,8f33e07e51524074c68a88912c5751283011b81284e59546b9cfe178d5e9c092,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_reconstruction_only_c8_no_selection_tsn_seed42_Rayleigh_c8_snr7,test,reconstruction_only_c8,no_selection,tsn,42,Rayleigh,8,7.0,out_official_test_sweep_locked/baselines/clean_no_selection_test_Rayleigh_c8_snr7_channel_seed1042/summary.json,out_video_clean_rayleigh/VideoJSCC_Rayleigh_c8_snr7_ratio0.1667_seed42/checkpoints/best.pt,94012854a9814c30861ab28842f47a93b38c5db7bf5e49aa13f247f5ac5c03ea,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_reconstruction_only_c8_no_selection_tsn_seed42_Rayleigh_c8_snr13,test,reconstruction_only_c8,no_selection,tsn,42,Rayleigh,8,13.0,out_official_test_sweep_locked/baselines/clean_no_selection_test_Rayleigh_c8_snr13_channel_seed1042/summary.json,out_video_clean_rayleigh/VideoJSCC_Rayleigh_c8_snr13_ratio0.1667_seed42/checkpoints/best.pt,7b9cd114ced4fff5822eafcf03fb5f25ae4a02c6abd46103f6772554977a7cfd,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_reconstruction_only_c8_no_selection_tsn_seed42_Rayleigh_c8_snr19,test,reconstruction_only_c8,no_selection,tsn,42,Rayleigh,8,19.0,out_official_test_sweep_locked/baselines/clean_no_selection_test_Rayleigh_c8_snr19_channel_seed1042/summary.json,out_video_clean_rayleigh/VideoJSCC_Rayleigh_c8_snr19_ratio0.1667_seed42/checkpoints/best.pt,1ba65be5cbdfdad59adda75027d00e2dfbe99f30ed1d8568e0b9908fd4847e69,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
validation_exact_topk_learned_topk_r2plus1d_seed42_AWGN_c8_snr13,validation,exact_topk,learned_topk,r2plus1d,42,AWGN,8,13.0,out_topk50_trained_selector_r2plus1d_matched_validation/TATopKMatched_validation_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_00h37m04s_on_Sep_04_2026/best.pt,0256e4fe0947522cd9848d03a144def58b2f6eb900a817e21304c086c4f2943a,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,downstream/action_recognition/eval_topk_selector_matched_r2plus1d.py
validation_exact_topk_random_topk_r2plus1d_seed42_AWGN_c8_snr13,validation,exact_topk,random_topk,r2plus1d,42,AWGN,8,13.0,out_topk50_trained_selector_r2plus1d_matched_validation/TATopKMatched_validation_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_00h37m04s_on_Sep_04_2026/best.pt,0256e4fe0947522cd9848d03a144def58b2f6eb900a817e21304c086c4f2943a,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,downstream/action_recognition/eval_topk_selector_matched_r2plus1d.py
validation_exact_topk_uniform_topk_r2plus1d_seed42_AWGN_c8_snr13,validation,exact_topk,uniform_topk,r2plus1d,42,AWGN,8,13.0,out_topk50_trained_selector_r2plus1d_matched_validation/TATopKMatched_validation_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_00h37m04s_on_Sep_04_2026/best.pt,0256e4fe0947522cd9848d03a144def58b2f6eb900a817e21304c086c4f2943a,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,downstream/action_recognition/eval_topk_selector_matched_r2plus1d.py
validation_exact_topk_learned_topk_tsn_seed42_AWGN_c8_snr13,validation,exact_topk,learned_topk,tsn,42,AWGN,8,13.0,out_topk50_trained_selector_seed42_tsn_matched_validation/TATopKMatched_validation_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_00h37m04s_on_Sep_04_2026/best.pt,0256e4fe0947522cd9848d03a144def58b2f6eb900a817e21304c086c4f2943a,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,downstream/action_recognition/eval_topk_selector_matched_tsn.py
validation_exact_topk_random_topk_tsn_seed42_AWGN_c8_snr13,validation,exact_topk,random_topk,tsn,42,AWGN,8,13.0,out_topk50_trained_selector_seed42_tsn_matched_validation/TATopKMatched_validation_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_00h37m04s_on_Sep_04_2026/best.pt,0256e4fe0947522cd9848d03a144def58b2f6eb900a817e21304c086c4f2943a,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,downstream/action_recognition/eval_topk_selector_matched_tsn.py
validation_exact_topk_uniform_topk_tsn_seed42_AWGN_c8_snr13,validation,exact_topk,uniform_topk,tsn,42,AWGN,8,13.0,out_topk50_trained_selector_seed42_tsn_matched_validation/TATopKMatched_validation_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_00h37m04s_on_Sep_04_2026/best.pt,0256e4fe0947522cd9848d03a144def58b2f6eb900a817e21304c086c4f2943a,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,downstream/action_recognition/eval_topk_selector_matched_tsn.py
validation_exact_topk_learned_topk_r2plus1d_seed43_AWGN_c8_snr13,validation,exact_topk,learned_topk,r2plus1d,43,AWGN,8,13.0,out_topk50_trained_selector_seed43_r2plus1d_matched_validation/TATopKMatched_validation_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13_seed43/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_16h10m50s_on_Sep_05_2026/best.pt,78fa4b7e3e56c89b45d3a2180c47d5f2831656a534a04e84be55c91abf597ef7,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,downstream/action_recognition/eval_topk_selector_matched_r2plus1d.py
validation_exact_topk_random_topk_r2plus1d_seed43_AWGN_c8_snr13,validation,exact_topk,random_topk,r2plus1d,43,AWGN,8,13.0,out_topk50_trained_selector_seed43_r2plus1d_matched_validation/TATopKMatched_validation_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13_seed43/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_16h10m50s_on_Sep_05_2026/best.pt,78fa4b7e3e56c89b45d3a2180c47d5f2831656a534a04e84be55c91abf597ef7,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,downstream/action_recognition/eval_topk_selector_matched_r2plus1d.py
validation_exact_topk_uniform_topk_r2plus1d_seed43_AWGN_c8_snr13,validation,exact_topk,uniform_topk,r2plus1d,43,AWGN,8,13.0,out_topk50_trained_selector_seed43_r2plus1d_matched_validation/TATopKMatched_validation_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13_seed43/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_16h10m50s_on_Sep_05_2026/best.pt,78fa4b7e3e56c89b45d3a2180c47d5f2831656a534a04e84be55c91abf597ef7,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,downstream/action_recognition/eval_topk_selector_matched_r2plus1d.py
validation_exact_topk_learned_topk_tsn_seed43_AWGN_c8_snr13,validation,exact_topk,learned_topk,tsn,43,AWGN,8,13.0,out_topk50_trained_selector_seed43_tsn_matched_validation/TATopKMatched_validation_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13_seed43/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_16h10m50s_on_Sep_05_2026/best.pt,78fa4b7e3e56c89b45d3a2180c47d5f2831656a534a04e84be55c91abf597ef7,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,downstream/action_recognition/eval_topk_selector_matched_tsn.py
validation_exact_topk_random_topk_tsn_seed43_AWGN_c8_snr13,validation,exact_topk,random_topk,tsn,43,AWGN,8,13.0,out_topk50_trained_selector_seed43_tsn_matched_validation/TATopKMatched_validation_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13_seed43/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_16h10m50s_on_Sep_05_2026/best.pt,78fa4b7e3e56c89b45d3a2180c47d5f2831656a534a04e84be55c91abf597ef7,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,downstream/action_recognition/eval_topk_selector_matched_tsn.py
validation_exact_topk_uniform_topk_tsn_seed43_AWGN_c8_snr13,validation,exact_topk,uniform_topk,tsn,43,AWGN,8,13.0,out_topk50_trained_selector_seed43_tsn_matched_validation/TATopKMatched_validation_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13_seed43/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_16h10m50s_on_Sep_05_2026/best.pt,78fa4b7e3e56c89b45d3a2180c47d5f2831656a534a04e84be55c91abf597ef7,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,downstream/action_recognition/eval_topk_selector_matched_tsn.py
validation_exact_topk_learned_topk_r2plus1d_seed44_AWGN_c8_snr13,validation,exact_topk,learned_topk,r2plus1d,44,AWGN,8,13.0,out_topk50_trained_selector_seed44_r2plus1d_matched_validation/TATopKMatched_validation_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13_seed44/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_17h21m11s_on_Sep_05_2026/best.pt,61e3b17835b408b97f5908c0629687175cf592a39e652ca7d0b8ecfe29e34410,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,downstream/action_recognition/eval_topk_selector_matched_r2plus1d.py
validation_exact_topk_random_topk_r2plus1d_seed44_AWGN_c8_snr13,validation,exact_topk,random_topk,r2plus1d,44,AWGN,8,13.0,out_topk50_trained_selector_seed44_r2plus1d_matched_validation/TATopKMatched_validation_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13_seed44/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_17h21m11s_on_Sep_05_2026/best.pt,61e3b17835b408b97f5908c0629687175cf592a39e652ca7d0b8ecfe29e34410,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,downstream/action_recognition/eval_topk_selector_matched_r2plus1d.py
validation_exact_topk_uniform_topk_r2plus1d_seed44_AWGN_c8_snr13,validation,exact_topk,uniform_topk,r2plus1d,44,AWGN,8,13.0,out_topk50_trained_selector_seed44_r2plus1d_matched_validation/TATopKMatched_validation_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13_seed44/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_17h21m11s_on_Sep_05_2026/best.pt,61e3b17835b408b97f5908c0629687175cf592a39e652ca7d0b8ecfe29e34410,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,downstream/action_recognition/eval_topk_selector_matched_r2plus1d.py
validation_exact_topk_learned_topk_tsn_seed44_AWGN_c8_snr13,validation,exact_topk,learned_topk,tsn,44,AWGN,8,13.0,out_topk50_trained_selector_seed44_tsn_matched_validation/TATopKMatched_validation_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13_seed44/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_17h21m11s_on_Sep_05_2026/best.pt,61e3b17835b408b97f5908c0629687175cf592a39e652ca7d0b8ecfe29e34410,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,downstream/action_recognition/eval_topk_selector_matched_tsn.py
validation_exact_topk_random_topk_tsn_seed44_AWGN_c8_snr13,validation,exact_topk,random_topk,tsn,44,AWGN,8,13.0,out_topk50_trained_selector_seed44_tsn_matched_validation/TATopKMatched_validation_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13_seed44/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_17h21m11s_on_Sep_05_2026/best.pt,61e3b17835b408b97f5908c0629687175cf592a39e652ca7d0b8ecfe29e34410,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,downstream/action_recognition/eval_topk_selector_matched_tsn.py
